,input,yields
http://www.epicurious.com/recipes/food/views/alambre-de-camarones-235501,1/2 teaspoon salt,4 item(s)
http://www.epicurious.com/recipes/food/views/alambre-de-camarones-235501,1/4 teaspoon freshly ground black pepper,4 item(s)
http://www.epicurious.com/recipes/food/views/alambre-de-camarones-235501,"8 bamboo skewers, 10 inches long, soaked in water 30 minutes",4 item(s)
http://www.epicurious.com/recipes/food/views/alambre-de-camarones-235501,"24 large shrimp (about 1 lb), peeled and deveined",4 item(s)
http://www.epicurious.com/recipes/food/views/alambre-de-camarones-235501,1 small red onion,4 item(s)
http://www.epicurious.com/recipes/food/views/alambre-de-camarones-235501,16 serrano chiles,4 item(s)
http://www.epicurious.com/recipes/food/views/alambre-de-camarones-235501,24 cherry tomatoes,4 item(s)
http://www.epicurious.com/recipes/food/views/alaska-200460,1 1/2 ounces gin,1 serving(s)
http://www.epicurious.com/recipes/food/views/alaska-200460,3/4 ounce yellow chartreuse,1 serving(s)
http://www.epicurious.com/recipes/food/views/alaska-200460,2 dashes orange bitters,1 serving(s)
http://www.epicurious.com/recipes/food/views/alaska-200460,3 or 4 ice cubes,1 serving(s)
http://www.epicurious.com/recipes/food/views/alaska-king-crab-nachos-103545,24 won ton wrappers,24 item(s)
http://www.epicurious.com/recipes/food/views/alaska-king-crab-nachos-103545,1 tablespoon vegetable oil,24 item(s)
http://www.epicurious.com/recipes/food/views/alaska-king-crab-nachos-103545,1 ripe California avocado,24 item(s)
http://www.epicurious.com/recipes/food/views/alaska-king-crab-nachos-103545,1 1/2 tablespoons finely chopped shallot,24 item(s)
http://www.epicurious.com/recipes/food/views/alaska-king-crab-nachos-103545,2 tablespoons fresh lime juice,24 item(s)
http://www.epicurious.com/recipes/food/views/alaska-king-crab-nachos-103545,1/2 to 3/4 teaspoon wasabi paste,24 item(s)
http://www.epicurious.com/recipes/food/views/alaska-king-crab-nachos-103545,"3/4 pound cooked Alaska king crab leg in shell (1 leg), thawed if frozen and split lengthwise",24 item(s)
http://www.epicurious.com/recipes/food/views/alaska-king-crab-nachos-103545,2 mini-muffin pans,24 item(s)
http://www.epicurious.com/recipes/food/views/alaskan-black-cod-with-hoisin-and-ginger-sauces-357230,1/2 cup soy sauce,4 item(s)
http://www.epicurious.com/recipes/food/views/alaskan-black-cod-with-hoisin-and-ginger-sauces-357230,1/4 cup unseasoned rice vinegar,4 item(s)
http://www.epicurious.com/recipes/food/views/alaskan-black-cod-with-hoisin-and-ginger-sauces-357230,1 1/2 tablespoons minced peeled fresh ginger,4 item(s)
http://www.epicurious.com/recipes/food/views/alaskan-black-cod-with-hoisin-and-ginger-sauces-357230,1 1/2 tablespoons chopped green onions,4 item(s)
http://www.epicurious.com/recipes/food/views/alaskan-black-cod-with-hoisin-and-ginger-sauces-357230,1 tablespoon honey,4 item(s)
http://www.epicurious.com/recipes/food/views/alaskan-black-cod-with-hoisin-and-ginger-sauces-357230,"1 large garlic clove, minced",4 item(s)
http://www.epicurious.com/recipes/food/views/alaskan-black-cod-with-hoisin-and-ginger-sauces-357230,1/4 cup hoisin sauce*,4 item(s)
http://www.epicurious.com/recipes/food/views/alaskan-black-cod-with-hoisin-and-ginger-sauces-357230,2 1/4 teaspoons hot chili paste (such as sambal oelek)*,4 item(s)
http://www.epicurious.com/recipes/food/views/alaskan-black-cod-with-hoisin-and-ginger-sauces-357230,1 tablespoon vegetable oil,4 item(s)
http://www.epicurious.com/recipes/food/views/alaskan-black-cod-with-hoisin-and-ginger-sauces-357230,4 7-ounce Alaskan black cod fillets,4 item(s)
http://www.epicurious.com/recipes/food/views/alaskan-black-cod-with-hoisin-and-ginger-sauces-357230,Steamed rice,4 item(s)
http://www.epicurious.com/recipes/food/views/alaskan-king-crab-summer-rolls-355530,1 (2-inch-long) piece daikon radish,8 item(s)
http://www.epicurious.com/recipes/food/views/alaskan-king-crab-summer-rolls-355530,1 medium carrot,8 item(s)
http://www.epicurious.com/recipes/food/views/alaskan-king-crab-summer-rolls-355530,2 tablespoons fresh lime juice,8 item(s)
http://www.epicurious.com/recipes/food/views/alaskan-king-crab-summer-rolls-355530,1/4 teaspoon Asian sesame oil,8 item(s)
http://www.epicurious.com/recipes/food/views/alaskan-king-crab-summer-rolls-355530,1 (2-inch-long) piece seedless cucumber,8 item(s)
http://www.epicurious.com/recipes/food/views/alaskan-king-crab-summer-rolls-355530,"1/2 fresh jalapeño, stemmed and seeded",8 item(s)
http://www.epicurious.com/recipes/food/views/alaskan-king-crab-summer-rolls-355530,"1/2 ripe medium avocado, pitted and peeled",8 item(s)
http://www.epicurious.com/recipes/food/views/alaskan-king-crab-summer-rolls-355530,1 tablespoon rice vinegar (not seasoned),8 item(s)
http://www.epicurious.com/recipes/food/views/alaskan-king-crab-summer-rolls-355530,1/3 cup mayonnaise,8 item(s)
http://www.epicurious.com/recipes/food/views/alaskan-king-crab-summer-rolls-355530,1 ounce tobiko (flying-fish roe),8 item(s)
http://www.epicurious.com/recipes/food/views/alaskan-king-crab-summer-rolls-355530,1/4 cup bottled yuzu juice,8 item(s)
http://www.epicurious.com/recipes/food/views/alaskan-king-crab-summer-rolls-355530,2 teaspoons soy sauce,8 item(s)
http://www.epicurious.com/recipes/food/views/alaskan-king-crab-summer-rolls-355530,"1 teaspoon Asian chile oil, or to taste",8 item(s)
http://www.epicurious.com/recipes/food/views/alaskan-king-crab-summer-rolls-355530,8 (8-inch) round rice-paper wrappers,8 item(s)
http://www.epicurious.com/recipes/food/views/alaskan-king-crab-summer-rolls-355530,"1 pound crabmeat (from about 3 Alaskan king crab legs), picked over and coarsely flaked",8 item(s)
http://www.epicurious.com/recipes/food/views/alaskan-king-crab-summer-rolls-355530,"1 scallion, thinly sliced diagonally",8 item(s)
http://www.epicurious.com/recipes/food/views/alaskan-king-crab-summer-rolls-355530,8 cilantro sprigs plus 16 leaves,8 item(s)
http://www.epicurious.com/recipes/food/views/albacore-tuna-sliders-51168220,"1 pound albacore tuna loin (ask for a piece off the front end, for even thickness)",4 serving(s)
http://www.epicurious.com/recipes/food/views/albacore-tuna-sliders-51168220,2 tablespoons soy sauce,4 serving(s)
http://www.epicurious.com/recipes/food/views/albacore-tuna-sliders-51168220,2 tablespoons extra-virgin olive oil,4 serving(s)
http://www.epicurious.com/recipes/food/views/albacore-tuna-sliders-51168220,2 tablespoons Northwest Seafood Seasoning,4 serving(s)
http://www.epicurious.com/recipes/food/views/albacore-tuna-sliders-51168220,1/2 teaspoon crushed red pepper flakes,4 serving(s)
http://www.epicurious.com/recipes/food/views/albacore-tuna-sliders-51168220,"Slider buns, brioche, if possible",4 serving(s)
http://www.epicurious.com/recipes/food/views/albacore-tuna-sliders-51168220,"1 medium heirloom tomato or other ripe beefsteak tomato, thinly sliced",4 serving(s)
http://www.epicurious.com/recipes/food/views/albacore-tuna-sliders-51168220,"Arugula leaves, rinsed and dried",4 serving(s)
http://www.epicurious.com/recipes/food/views/albacore-tuna-sliders-51168220,"Tartar sauce, such as Pike Place Fish Smoked Walla Walla Onion Tartar Sauce",4 serving(s)
http://www.epicurious.com/recipes/food/views/albondigas-soup-25,1 tablespoon olive oil,4 serving(s)
http://www.epicurious.com/recipes/food/views/albondigas-soup-25,"1 large onion, chopped",4 serving(s)
http://www.epicurious.com/recipes/food/views/albondigas-soup-25,"4 large garlic cloves, minced",4 serving(s)
http://www.epicurious.com/recipes/food/views/albondigas-soup-25,1 1/2 tablespoons chili powder,4 serving(s)
http://www.epicurious.com/recipes/food/views/albondigas-soup-25,1 28-ounce can plum tomatoes,4 serving(s)
http://www.epicurious.com/recipes/food/views/albondigas-soup-25,1 14 1/2-ounce can beef broth,4 serving(s)
http://www.epicurious.com/recipes/food/views/albondigas-soup-25,1 pound lean ground beef,4 serving(s)
http://www.epicurious.com/recipes/food/views/albondigas-soup-25,"1/2 teaspoon dried oregano, crumbled",4 serving(s)
http://www.epicurious.com/recipes/food/views/albondigas-soup-25,Chopped fresh cilantro,4 serving(s)
http://www.epicurious.com/recipes/food/views/albondigas-soup-25,Sour cream (optional),4 serving(s)
http://www.epicurious.com/recipes/food/views/ale-battered-shrimp-with-tartar-sauce-5890,3/4 cup plus 1 cup unbleached all purpose flour,6 serving(s)
http://www.epicurious.com/recipes/food/views/ale-battered-shrimp-with-tartar-sauce-5890,"3/4 cup amber ale, room temperature",6 serving(s)
http://www.epicurious.com/recipes/food/views/ale-battered-shrimp-with-tartar-sauce-5890,4 large egg whites,6 serving(s)
http://www.epicurious.com/recipes/food/views/ale-battered-shrimp-with-tartar-sauce-5890,1 1/4 teaspoons salt,6 serving(s)
http://www.epicurious.com/recipes/food/views/ale-battered-shrimp-with-tartar-sauce-5890,1/2 teaspoon ground black pepper,6 serving(s)
http://www.epicurious.com/recipes/food/views/ale-battered-shrimp-with-tartar-sauce-5890,4 pounds solid vegetable shortening (for frying),6 serving(s)
http://www.epicurious.com/recipes/food/views/ale-battered-shrimp-with-tartar-sauce-5890,"1 1/2 pounds uncooked large shrimp, peeled, tails left intact, deveined",6 serving(s)
http://www.epicurious.com/recipes/food/views/ale-battered-shrimp-with-tartar-sauce-5890,Tartar Sauce,6 serving(s)
http://www.epicurious.com/recipes/food/views/ale-porter-or-stout-sangaree-200136,1/2 teaspoon superfine sugar,1 serving(s)
http://www.epicurious.com/recipes/food/views/ale-porter-or-stout-sangaree-200136,"Chilled ale, porter or stout",1 serving(s)
http://www.epicurious.com/recipes/food/views/ale-porter-or-stout-sangaree-200136,Nutmeg,1 serving(s)
http://www.epicurious.com/recipes/food/views/aleppo-pepper-roasted-pork-with-shallot-vinaigrette-51252700,"4 large garlic cloves, finely grated",12 serving(s)
http://www.epicurious.com/recipes/food/views/aleppo-pepper-roasted-pork-with-shallot-vinaigrette-51252700,1/4 cup Aleppo pepper or 2 tablespoons crushed red pepper flakes,12 serving(s)
http://www.epicurious.com/recipes/food/views/aleppo-pepper-roasted-pork-with-shallot-vinaigrette-51252700,1/4 cup kosher salt,12 serving(s)
http://www.epicurious.com/recipes/food/views/aleppo-pepper-roasted-pork-with-shallot-vinaigrette-51252700,1/4 cup (packed) light brown sugar,12 serving(s)
http://www.epicurious.com/recipes/food/views/aleppo-pepper-roasted-pork-with-shallot-vinaigrette-51252700,1 8-10-pound bone-in pork shoulder (Boston butt),12 serving(s)
http://www.epicurious.com/recipes/food/views/aleppo-pepper-roasted-pork-with-shallot-vinaigrette-51252700,"2 large shallots, finely chopped",12 serving(s)
http://www.epicurious.com/recipes/food/views/aleppo-pepper-roasted-pork-with-shallot-vinaigrette-51252700,1/3 cup red wine vinegar,12 serving(s)
http://www.epicurious.com/recipes/food/views/aleppo-pepper-roasted-pork-with-shallot-vinaigrette-51252700,1/4 cup coarsely chopped fresh flat-leaf parsley,12 serving(s)
http://www.epicurious.com/recipes/food/views/aleppo-pepper-roasted-pork-with-shallot-vinaigrette-51252700,2 tablespoons chopped fresh marjoram or oregano,12 serving(s)
http://www.epicurious.com/recipes/food/views/aleppo-pepper-roasted-pork-with-shallot-vinaigrette-51252700,2 tablespoons Aleppo pepper or 2 teaspoons crushed red pepper flakes,12 serving(s)
http://www.epicurious.com/recipes/food/views/aleppo-pepper-roasted-pork-with-shallot-vinaigrette-51252700,2 tablespoons olive oil,12 serving(s)
http://www.epicurious.com/recipes/food/views/aleppo-pepper-roasted-pork-with-shallot-vinaigrette-51252700,3/4 teaspoon sugar,12 serving(s)
http://www.epicurious.com/recipes/food/views/aleppo-pepper-roasted-pork-with-shallot-vinaigrette-51252700,"Kosher salt, freshly ground pepper",12 serving(s)
http://www.epicurious.com/recipes/food/views/alexander-200462,1 ounce gin,1 serving(s)
http://www.epicurious.com/recipes/food/views/alexander-200462,1/2 ounce crème de cacao,1 serving(s)
http://www.epicurious.com/recipes/food/views/alexander-200462,1/2 ounce heavy cream,1 serving(s)
http://www.epicurious.com/recipes/food/views/alexander-200462,3 or 4 ice cubes,1 serving(s)
http://www.epicurious.com/recipes/food/views/alexander-mccream-spiced-pumpkin-ice-cream-51187420,1 cup whole milk,2 serving(s)
http://www.epicurious.com/recipes/food/views/alexander-mccream-spiced-pumpkin-ice-cream-51187420,1/2 cup heavy cream,2 serving(s)
http://www.epicurious.com/recipes/food/views/alexander-mccream-spiced-pumpkin-ice-cream-51187420,2 egg yolks,2 serving(s)
http://www.epicurious.com/recipes/food/views/alexander-mccream-spiced-pumpkin-ice-cream-51187420,1/2 cup plus 1 tablespoon superfine or granulated sugar,2 serving(s)
http://www.epicurious.com/recipes/food/views/alexander-mccream-spiced-pumpkin-ice-cream-51187420,1/3 cup canned pumpkin,2 serving(s)
http://www.epicurious.com/recipes/food/views/alexander-mccream-spiced-pumpkin-ice-cream-51187420,"1/2 teaspoon ground cinnamon, plus extra for dusting",2 serving(s)
http://www.epicurious.com/recipes/food/views/alexander-mccream-spiced-pumpkin-ice-cream-51187420,drop of vanilla extract,2 serving(s)
http://www.epicurious.com/recipes/food/views/alexander-mccream-spiced-pumpkin-ice-cream-51187420,dash of dark rum (optional),2 serving(s)
http://www.epicurious.com/recipes/food/views/alexander-young-200078,1/2 ounce pineapple juice,1 serving(s)
http://www.epicurious.com/recipes/food/views/alexander-young-200078,1/2 ounce orange juice,1 serving(s)
http://www.epicurious.com/recipes/food/views/alexander-young-200078,1/2 ounce lemon juice,1 serving(s)
http://www.epicurious.com/recipes/food/views/alexander-young-200078,1 1/2 ounces bourbon,1 serving(s)
http://www.epicurious.com/recipes/food/views/alexander-young-200078,Dash grenadine,1 serving(s)
http://www.epicurious.com/recipes/food/views/alexander-young-200078,Dash Angostura bitters,1 serving(s)
http://www.epicurious.com/recipes/food/views/alexander-young-200078,1/2 cup crushed ice,1 serving(s)
http://www.epicurious.com/recipes/food/views/alexanders-sister-200463,1 ounce gin,1 serving(s)
http://www.epicurious.com/recipes/food/views/alexanders-sister-200463,1/2 ounce green crème de menthe,1 serving(s)
http://www.epicurious.com/recipes/food/views/alexanders-sister-200463,1/2 ounce heavy cream,1 serving(s)
http://www.epicurious.com/recipes/food/views/alexanders-sister-200463,3 or 4 ice cubes,1 serving(s)
http://www.epicurious.com/recipes/food/views/alfred-portales-red-snapper-with-potatoes-and-onions-51207820,3 tablespoons extra-virgin olive oil,4 serving(s)
http://www.epicurious.com/recipes/food/views/alfred-portales-red-snapper-with-potatoes-and-onions-51207820,"1/2 pound Red Bliss potatoes, thinly sliced",4 serving(s)
http://www.epicurious.com/recipes/food/views/alfred-portales-red-snapper-with-potatoes-and-onions-51207820,"1/4 medium yellow onion, thinly sliced",4 serving(s)
http://www.epicurious.com/recipes/food/views/alfred-portales-red-snapper-with-potatoes-and-onions-51207820,"6 garlic cloves, sliced",4 serving(s)
http://www.epicurious.com/recipes/food/views/alfred-portales-red-snapper-with-potatoes-and-onions-51207820,4 sprigs thyme,4 serving(s)
http://www.epicurious.com/recipes/food/views/alfred-portales-red-snapper-with-potatoes-and-onions-51207820,4 small sprigs rosemary,4 serving(s)
http://www.epicurious.com/recipes/food/views/alfred-portales-red-snapper-with-potatoes-and-onions-51207820,4 red snapper fillets (6 ounces each),4 serving(s)
http://www.epicurious.com/recipes/food/views/alfred-portales-red-snapper-with-potatoes-and-onions-51207820,12 thin slices lemon,4 serving(s)
http://www.epicurious.com/recipes/food/views/alfred-portales-red-snapper-with-potatoes-and-onions-51207820,1 cup dry white wine,4 serving(s)
http://www.epicurious.com/recipes/food/views/alfred-portales-red-snapper-with-potatoes-and-onions-51207820,3/4 cup bottled clam broth,4 serving(s)
http://www.epicurious.com/recipes/food/views/alfred-portales-red-snapper-with-potatoes-and-onions-51207820,"3 canned Roma tomatoes, diced",4 serving(s)
http://www.epicurious.com/recipes/food/views/alfred-portales-red-snapper-with-potatoes-and-onions-51207820,"1/3 cup pitted kalamata olives, chopped",4 serving(s)
http://www.epicurious.com/recipes/food/views/alfred-portales-red-snapper-with-potatoes-and-onions-51207820,3 tablespoons chopped parsley,4 serving(s)
http://www.epicurious.com/recipes/food/views/alfred-portales-red-snapper-with-potatoes-and-onions-51207820,Juice of 1 lemon,4 serving(s)
http://www.epicurious.com/recipes/food/views/algerian-flatbread-241505,3 cups finely ground whole-wheat flour (preferably Indian atta or King Arthur whole-wheat),12 item(s)
http://www.epicurious.com/recipes/food/views/algerian-flatbread-241505,1 teaspoon salt,12 item(s)
http://www.epicurious.com/recipes/food/views/algerian-flatbread-241505,"1/2 cup olive oil, divided",12 item(s)
http://www.epicurious.com/recipes/food/views/algerian-flatbread-241505,1 1/2 cups water,12 item(s)
http://www.epicurious.com/recipes/food/views/algerian-flatbread-241505,1 teaspoon ground cumin,12 item(s)
http://www.epicurious.com/recipes/food/views/algerian-flatbread-241505,1 teaspoon sweet paprika,12 item(s)
http://www.epicurious.com/recipes/food/views/algerian-flatbread-241505,1 teaspoon turmeric,12 item(s)
http://www.epicurious.com/recipes/food/views/alices-curious-french-toast-bread-pudding-362651,6 eggs,8 item(s)
http://www.epicurious.com/recipes/food/views/alices-curious-french-toast-bread-pudding-362651,1 cup heavy cream,8 item(s)
http://www.epicurious.com/recipes/food/views/alices-curious-french-toast-bread-pudding-362651,1 cup sugar,8 item(s)
http://www.epicurious.com/recipes/food/views/alices-curious-french-toast-bread-pudding-362651,1 1/2 tablespoons pure vanilla extract,8 item(s)
http://www.epicurious.com/recipes/food/views/alices-curious-french-toast-bread-pudding-362651,1 tablespoon freshly squeezed orange juice,8 item(s)
http://www.epicurious.com/recipes/food/views/alices-curious-french-toast-bread-pudding-362651,1 tablespoon freshly squeezed lemon juice,8 item(s)
http://www.epicurious.com/recipes/food/views/alices-curious-french-toast-bread-pudding-362651,1 1/2 teaspoons ground cinnamon,8 item(s)
http://www.epicurious.com/recipes/food/views/alices-curious-french-toast-bread-pudding-362651,"1 loaf brioche (or challah, as a second choice), cut into eight 3/4-inch- thick slices",8 item(s)
http://www.epicurious.com/recipes/food/views/alices-curious-french-toast-bread-pudding-362651,"Butter, for the pan",8 item(s)
http://www.epicurious.com/recipes/food/views/alices-curious-french-toast-bread-pudding-362651,1/4 cup heavy cream,8 item(s)
http://www.epicurious.com/recipes/food/views/alices-curious-french-toast-bread-pudding-362651,1 tablespoon Apricot Brandy tea leaves (see Resources),8 item(s)
http://www.epicurious.com/recipes/food/views/alices-curious-french-toast-bread-pudding-362651,4 1/2 large egg yolks,8 item(s)
http://www.epicurious.com/recipes/food/views/alices-curious-french-toast-bread-pudding-362651,Half of 1 large beaten egg,8 item(s)
http://www.epicurious.com/recipes/food/views/alices-curious-french-toast-bread-pudding-362651,1/2 cup sugar,8 item(s)
http://www.epicurious.com/recipes/food/views/alices-curious-french-toast-bread-pudding-362651,1 1/2 tablespoons pure vanilla extract,8 item(s)
http://www.epicurious.com/recipes/food/views/alices-curious-french-toast-bread-pudding-362651,Pure maple syrup,8 item(s)
http://www.epicurious.com/recipes/food/views/alices-curious-french-toast-bread-pudding-362651,Crème anglaise,8 item(s)
http://www.epicurious.com/recipes/food/views/alices-curious-french-toast-bread-pudding-362651,Fruit coulis,8 item(s)
http://www.epicurious.com/recipes/food/views/alices-curious-french-toast-bread-pudding-362651,Confectioners' sugar,8 item(s)
http://www.epicurious.com/recipes/food/views/alices-curious-french-toast-bread-pudding-362651,Fresh fruit,8 item(s)
http://www.epicurious.com/recipes/food/views/aligot-gratin-10067,1 3/4 pounds russet (baking) potatoes,6 serving(s)
http://www.epicurious.com/recipes/food/views/aligot-gratin-10067,"3 tablespoons unsalted butter, softened",6 serving(s)
http://www.epicurious.com/recipes/food/views/aligot-gratin-10067,"4 garlic cloves, minced",6 serving(s)
http://www.epicurious.com/recipes/food/views/aligot-gratin-10067,3/4 cup milk,6 serving(s)
http://www.epicurious.com/recipes/food/views/aligot-gratin-10067,"1 pound fresh mozzarella cheese, chopped fine",6 serving(s)
http://www.epicurious.com/recipes/food/views/aligot-gratin-10067,2/3 cup chilled heavy cream,6 serving(s)
http://www.epicurious.com/recipes/food/views/aligot-gratin-10067,2 tablespoons drained bottled horseradish,6 serving(s)
http://www.epicurious.com/recipes/food/views/alive-and-kicking-51236480,1 ounce strong coldbrew coffee,1 item(s)
http://www.epicurious.com/recipes/food/views/alive-and-kicking-51236480,1 ounce Fernet,1 item(s)
http://www.epicurious.com/recipes/food/views/alive-and-kicking-51236480,3/4 ounce amaro (preferably Barolo Chinato),1 item(s)
http://www.epicurious.com/recipes/food/views/alive-and-kicking-51236480,3/4 ounce Compass Box Whisky Co. Orangerie or Grand Marnier,1 item(s)
http://www.epicurious.com/recipes/food/views/alive-and-kicking-51236480,1/4 ounce demerara simple syrup,1 item(s)
http://www.epicurious.com/recipes/food/views/alive-and-kicking-51236480,Orange twist,1 item(s)
http://www.epicurious.com/recipes/food/views/all-american-corn-pudding-622,Nonstick vegetable oil spray,6 serving(s)
http://www.epicurious.com/recipes/food/views/all-american-corn-pudding-622,"2 cups fresh corn kernels or frozen, thawed, well drained",6 serving(s)
http://www.epicurious.com/recipes/food/views/all-american-corn-pudding-622,3 tablespoons cornstarch,6 serving(s)
http://www.epicurious.com/recipes/food/views/all-american-corn-pudding-622,1 teaspoon butter,6 serving(s)
http://www.epicurious.com/recipes/food/views/all-american-corn-pudding-622,1/2 cup thinly sliced green onions,6 serving(s)
http://www.epicurious.com/recipes/food/views/all-american-corn-pudding-622,2 large eggs,6 serving(s)
http://www.epicurious.com/recipes/food/views/all-american-corn-pudding-622,1 large egg white,6 serving(s)
http://www.epicurious.com/recipes/food/views/all-american-corn-pudding-622,1 cup low-fat milk,6 serving(s)
http://www.epicurious.com/recipes/food/views/all-american-corn-pudding-622,1/2 cup chicken stock or canned low-salt chicken broth,6 serving(s)
http://www.epicurious.com/recipes/food/views/all-american-corn-pudding-622,1 teaspoon sugar,6 serving(s)
http://www.epicurious.com/recipes/food/views/all-american-corn-pudding-622,1/2 teaspoon salt,6 serving(s)
http://www.epicurious.com/recipes/food/views/all-american-corn-pudding-622,1/2 teaspoon ground black pepper,6 serving(s)
http://www.epicurious.com/recipes/food/views/all-american-corn-pudding-622,1/4 teaspoon ground nutmeg,6 serving(s)
http://www.epicurious.com/recipes/food/views/all-american-corn-pudding-622,2 tablespoons grated Parmesan cheese,6 serving(s)
http://www.epicurious.com/recipes/food/views/all-american-peppermint-stick-torte-with-fudge-topping-3020,"1 9-ounce box chocolate wafer cookies, broken",14 serving(s)
http://www.epicurious.com/recipes/food/views/all-american-peppermint-stick-torte-with-fudge-topping-3020,2 tablespoons sugar,14 serving(s)
http://www.epicurious.com/recipes/food/views/all-american-peppermint-stick-torte-with-fudge-topping-3020,"1/2 cup (1 stick) unsalted butter, melted, cooled",14 serving(s)
http://www.epicurious.com/recipes/food/views/all-american-peppermint-stick-torte-with-fudge-topping-3020,1 7 1/2-ounce package hard red-and- white striped peppermint candies (about 45 pieces),14 serving(s)
http://www.epicurious.com/recipes/food/views/all-american-peppermint-stick-torte-with-fudge-topping-3020,6 large egg yolks,14 serving(s)
http://www.epicurious.com/recipes/food/views/all-american-peppermint-stick-torte-with-fudge-topping-3020,1/2 cup sugar,14 serving(s)
http://www.epicurious.com/recipes/food/views/all-american-peppermint-stick-torte-with-fudge-topping-3020,1/4 cup water,14 serving(s)
http://www.epicurious.com/recipes/food/views/all-american-peppermint-stick-torte-with-fudge-topping-3020,1/2 teaspoon peppermint extract,14 serving(s)
http://www.epicurious.com/recipes/food/views/all-american-peppermint-stick-torte-with-fudge-topping-3020,3 cups chilled whipping cream,14 serving(s)
http://www.epicurious.com/recipes/food/views/all-american-peppermint-stick-torte-with-fudge-topping-3020,2 cups chilled whipping cream,14 serving(s)
http://www.epicurious.com/recipes/food/views/all-american-peppermint-stick-torte-with-fudge-topping-3020,1/2 cup dark corn syrup,14 serving(s)
http://www.epicurious.com/recipes/food/views/all-american-peppermint-stick-torte-with-fudge-topping-3020,"12 ounces bittersweet (not unsweetened) or semisweet chocolate, chopped",14 serving(s)
http://www.epicurious.com/recipes/food/views/all-american-peppermint-stick-torte-with-fudge-topping-3020,Additional peppermint candies,14 serving(s)
http://www.epicurious.com/recipes/food/views/all-american-potato-salad-14176,"2 1/2 pounds small boiling potatoes (white, red, or fingerling)",6 item(s)
http://www.epicurious.com/recipes/food/views/all-american-potato-salad-14176,"3 tablespoons cider vinegar, or to taste",6 item(s)
http://www.epicurious.com/recipes/food/views/all-american-potato-salad-14176,5 hard-boiled large eggs,6 item(s)
http://www.epicurious.com/recipes/food/views/all-american-potato-salad-14176,1/8 cup mayonnaise,6 item(s)
http://www.epicurious.com/recipes/food/views/all-american-potato-salad-14176,2 tablespoons Dijon mustard,6 item(s)
http://www.epicurious.com/recipes/food/views/all-american-potato-salad-14176,1/2 cup chopped sweet onion,6 item(s)
http://www.epicurious.com/recipes/food/views/all-american-potato-salad-14176,3 large celery ribs,6 item(s)
http://www.epicurious.com/recipes/food/views/all-american-turkey-107550,Giblets and neck from the turkey,16 item(s)
http://www.epicurious.com/recipes/food/views/all-american-turkey-107550,1 cup extra giblets,16 item(s)
http://www.epicurious.com/recipes/food/views/all-american-turkey-107550,3 1/2 cups chicken broth,16 item(s)
http://www.epicurious.com/recipes/food/views/all-american-turkey-107550,"1 turkey (18 pounds), rinsed",16 item(s)
http://www.epicurious.com/recipes/food/views/all-american-turkey-107550,"1 orange, halved",16 item(s)
http://www.epicurious.com/recipes/food/views/all-american-turkey-107550,"Paprika, to taste",16 item(s)
http://www.epicurious.com/recipes/food/views/all-american-turkey-107550,"Salt and pepper, to taste",16 item(s)
http://www.epicurious.com/recipes/food/views/all-american-turkey-107550,Harvest Stuffing,16 item(s)
http://www.epicurious.com/recipes/food/views/all-american-turkey-107550,6 tablespoons softened butter,16 item(s)
http://www.epicurious.com/recipes/food/views/all-american-turkey-107550,Pan juices from the turkey,16 item(s)
http://www.epicurious.com/recipes/food/views/all-american-turkey-107550,1/4 cup butter,16 item(s)
http://www.epicurious.com/recipes/food/views/all-american-turkey-107550,1/4 cup flour,16 item(s)
http://www.epicurious.com/recipes/food/views/all-american-turkey-107550,2 tablespoons dry sherry,16 item(s)
http://www.epicurious.com/recipes/food/views/all-american-turkey-107550,1 teaspoon dark molasses,16 item(s)
http://www.epicurious.com/recipes/food/views/all-american-turkey-107550,1 teaspoon dried thyme,16 item(s)
http://www.epicurious.com/recipes/food/views/all-american-turkey-107550,"Salt and freshly ground black pepper, to taste",16 item(s)
http://www.epicurious.com/recipes/food/views/all-american-turkey-107550,1 tablespoon chopped sage Giblet mixture (see Step 1),16 item(s)
http://www.epicurious.com/recipes/food/views/all-butter-pastry-dough-107619,2 1/2 cups all-purpose flour (not unbleached),12 item(s)
http://www.epicurious.com/recipes/food/views/all-butter-pastry-dough-107619,2 teaspoons sugar,12 item(s)
http://www.epicurious.com/recipes/food/views/all-butter-pastry-dough-107619,3/4 teaspoon salt,12 item(s)
http://www.epicurious.com/recipes/food/views/all-butter-pastry-dough-107619,"2 sticks (1 cup) cold unsalted butter, cut into 1/2-inch cubes",12 item(s)
http://www.epicurious.com/recipes/food/views/all-butter-pastry-dough-107619,9 to 12 tablespoons ice water,12 item(s)
http://www.epicurious.com/recipes/food/views/all-butter-pastry-dough-107619,a pastry or bench scraper,12 item(s)
http://www.epicurious.com/recipes/food/views/all-butter-pastry-dough-15292,1 1/2 sticks (3/4 cup) cold unsalted butter,9 item(s)
http://www.epicurious.com/recipes/food/views/all-butter-pastry-dough-15292,1 1/2 cups all-purpose flour,9 item(s)
http://www.epicurious.com/recipes/food/views/all-butter-pastry-dough-15292,1/2 teaspoon salt,9 item(s)
http://www.epicurious.com/recipes/food/views/all-butter-pastry-dough-15292,1 to 2 tablespoons ice water,9 item(s)
http://www.epicurious.com/recipes/food/views/all-butter-pastry-dough-15702,1 1/2 sticks (3/4 cup) cold unsalted butter,11 item(s)
